Book,Character,House,Text
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"'He is - ' Ron said jerkily, tearing Percy's letter in half 'the world's - ' he tore it into quarters 'biggest - ' he tore it into eighths 'git.'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Thanks a million, Hermione,' said Harry weakly, passing over his essay and sinking back into his armchair, rubbing his eyes."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'OK, write that down,' Hermione said to Ron, pushing his essay and a sheet covered in her own writing back to Ron, 'then add this conclusion I've written for you.'"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Well, I think a girl - first-year, by the look of her - might've get a glimpse of me earlier, but don't worry,' Sirius said hastily, as Hermione clapped a hand to her mouth, '] was gone the moment she looked back at me and I'll bet she just thought I was an oddly-shaped log or something.'"
Book_Order_Of_The_Phoenix,Book_Molly,Gryffindor,"  'You sound like Molly,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Yeah, and Dumbledore said it happened whenever Voldemort was feeling a powerful emotion,' said Harry, ignoring, as usual, Ron and Hermione's winces."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"After all, you are the only member of his family he's got left, and Professor Dumbledore said - '    'So, what are Umbridge's lessons like?'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    There was a pause at this, then Ron said, That's the most stupid thing I've ever heard, including all the stuff that Luna Lovegood comes out with.'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Madame Maxime was with him, we've been in touch with her and she says they got separated on the journey home - but there's nothing to suggest he's hurt or - well, nothing to suggest he's not perfectly OK.'    Unconvinced, Harry, Ron and Hermione exchanged worried looks."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"  'Listen, don't go asking too many questions about Hagrid,' said Sirius hastily, 'it'll just draw even more attention to the fact that he's not back and I know Dumbledore doesn't want that."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"Hagrid's tough, he'll be OK.' And when they did not appear cheered by this, Sirius added, 'When's your next Hogsmeade weekend, anyway?"
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"'Something Malfoy said on the train made us think he knew it was you, and his father was on the platform, Sirius - you know, Lucius Malfoy - so don't come up here, whatever you do."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,    Hermione read aloud:'In a surprise move last night the Ministry of Magic passed new legislation giving itself an unprecedented level of control at Hogwarts School of Witchcraft and Wizardry.
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"    He smirked as Malfoy sniggered and said in a carrying whisper, 'Some people got a ""D""?"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    When neither Ron nor Harry answered, she pressed on, 'I mean, all right, I didn't expect the top grade, not if he's marking to OWL standard, but a pass is quite encouraging at this stage, wouldn't you say?'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Obviously, I'd have been thrilled if I'd got an ""O"" - '    'Hermione,' said Ron sharply, 'if you want to know what grades we got, ask.'"
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'And then ""T"",' George reminded her."
Book_Order_Of_The_Phoenix,Book_Alicia,Gryffindor,"Asked Alicia a couple of questions about what the classes are normally like, Alicia told her they were really good, that was it.'"
Book_Order_Of_The_Phoenix,Book_Trelawney,Ravenclaw,"  'Good afternoon, Professor Trelawney,' said Professor Umbridge with her wide smile."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'I did it last time,' Ron protested, 'it's your turn, you tell me one.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I dunno, last night, whenever you like,' Harry told him, trying to listen to what Umbridge was saying to Professor Trelawney."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"Then -    'I think another week's detentions would do you some good, Mr Potter,' said Umbridge sleekly.*The cut on the back of Harry's hand had barely healed and, by the following morning, it was bleeding again."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"    'From Professor Umbridge,' muttered Harry, not meeting Professor McGonagall's beady, square-framed eyes."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yes,' Harry muttered, speaking to the floor."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Harry said, furious at this injustice, 'I'm already being punished by her, why do you have to take points as well?'"
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'I wish she hadn't taken points from you, but I think she's right to warn you not to lose your temper with Umbridge,' said Hermione's voice, while Fudge gesticulated forcefully from the front page, clearly giving some kind of speech."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"  'Only because he was too stupid to listen to what Hagrid told him to do,' said Harry angrily."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'It's about preparing ourselves, like Harry said in Umbridge's first lesson, for what's waiting for us out there."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'No, no, I'm not talking about Lupin,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'You know what, I'm not sure I want someone this stupid teaching me,' Ron said to Hermione, smirking slightly."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'But that was luck,' said Harry, 'it wasn't skill - '    'Second year,' Ron interrupted, 'you killed the Basilisk and destroyed Riddle.'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'Yeah, but if Fawkes hadn't turned up, I - '    Third year,' said Ron, louder still, 'you fought off about a hundred Dementors at once - '    'You know that was a fluke, if the Time-Turner hadn't - '    'Last year,' Ron said, almost shouting now, 'you fought off You-know-Who again - '    'Listen to me!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Reparo,' Harry muttered, pointing his wand at the broken pieces of china."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'I was wondering,' Hermione said suddenly, 'whether you'd thought any more about Defence Against the Dark Arts, Harry.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yes, Harry,' said Hermione gently, 'but all the same, there's no point pretending that you're not good at Defence Against the Dark Arts, because you are."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    When Harry continued to look worried, Hermione said, 'Listen, Ron and I have been sounding out people who we thought might want to learn some proper Defence Against the Dark Arts, and there are a couple who seem interested."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Don't worry, Harry,' Hermione said quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I don't know about this, Hermione,' Harry muttered, as they crossed to the bar."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Hi, Harry' said Neville, beaming and taking a seat opposite him."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Look,' said Hermione, intervening swiftly, 'that's really not what this meeting was supposed to be about - '    'It's OK, Hermione,' said Harry."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"But Dumbledore told the whole school what happened last year, and if you didn't believe him, you won't believe me, and I'm not wasting an afternoon trying to convince anyone.'"
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  Zacharias said dismissively, 'All Dumbledore told us last year was that Cedric Diggory got killed by You-Know-Who and that you brought Diggory's body back to Hogwarts."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"He didn't give us details, he didn't tell us exactly how Diggory got murdered, I think we'd all like to know - '    'If you've come to hear exactly what it looks like when Voldemort murders someone I can't help you,' Harry said."
Book_Order_Of_The_Phoenix,Book_Summer,#N/A,"  'And nobody helped you get rid of those Dementors this summer,' said Susan Bones."
Book_Order_Of_The_Phoenix,Book_Neville,Gryffindor,"  They're spirits of fire,' said Luna, her protuberant eyes widening so that she looked madder than ever, 'great tall flaming creatures that gallop across the ground burning everything in front of - '    They don't exist, Neville,' said Hermione tartly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"you said yourself, if Umbridge finds out - '    'You just said this group was the most important thing you'd do this year,' Harry reminded him."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'I reckon you'll be OK with Gobstones,' Ron said darkly, making the second-year jump."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Harry said, looking round at the door to the girls' dormitories."
Book_Order_Of_The_Phoenix,Book_Michael,Ravenclaw,"    'I'll tell Michael,' said Ginny impatiently, swinging herself off her bench, 'the fool, honestly ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I'm looking for Professor Grubbly-Plank,' Harry explained."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Don't rise,' Hermione whispered imploringly to Harry and Ron, who were both watching Malfoy, faces set and fists clenched."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I had to stop you,' Harry gasped, picking up his bag."
Book_Order_Of_The_Phoenix,Book_Merlin,#N/A,"  'What in the name of Merlin,' said Ron slowly, as they followed Neville, 'was that about?'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"Hermione moaned, grabbing his wrist to prevent him adding the wrong ingredient for the third time, 'not pomegranate juice!'"
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'Fourteen years,' Snape replied."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'No marks again, then, Potter,' said Snape maliciously, emptying Harry's cauldron with a wave of his wand."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Professor,' said Parvati, 'do you mean ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'You and Umbridge have got something in common,' Harry told Hermione quietly when they met again in Defence Against the Dark Arts."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"There will be - '    ' - no need to talk,' Harry, Ron and Hermione said together, under their breaths.*'No Quidditch practice,' said Angelina in hollow tones when Harry, Ron and Hermione entered the common room after dinner that night."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"At long last, Fred had closed the doorway to the boys' dormitories behind him, rattling his box of Galleons ostentatiously so that Hermione scowled."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'Fred and George told me it's blocked,' said Harry, shaking his head."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'I've been suspecting this ever since Filch accused you of ordering Dungbombs, because it seemed such a stupid lie,' Hermione whispered."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"but I bet she'd know what we'd done,' Fred said out of the corner of his mouth."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'We could try the Fever Fudge,' George muttered, 'no one's seen that yet - '    'Does it work?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' Harry muttered, sinking on to a bench and rubbing his forehead."
Book_Order_Of_The_Phoenix,Book_Dobby,No Entry,"  Wait a moment - there is something you can do for me, Dobby,' said Harry slowly."
Book_Order_Of_The_Phoenix,Book_Dobby,No Entry,"  'Not tonight, Dobby,' said Harry reluctantly, sinking back into his chair."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,  'Dumbledore told you about it?'
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Hold it,' Harry warned, unfolding the piece of parchment at the top of the last staircase, tapping it with his wand and muttering, 'I solemnly swear that I am up to no good."""
Book_Order_Of_The_Phoenix,Book_Dobby,No Entry,"'Dobby said to walk past this bit of wall three times, concentrating hard on what we need.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'But if you think it's beneath you, you can leave,' Harry said."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  You can practise with me,' Harry told him."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Sorry Harry,' said George hastily, when Harry caught his eye."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"  'Don't mind her,' Cho muttered."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"And then there's his Umgubular Slashkilter - '    'Don't ask,' Harry muttered to Cho as she opened her mouth, looking puzzled."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Hey, Harry,' Hermione called from the other end of the room, 'have you checked the time?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  That was really, really good, Harry,' said Hermione, when finally it was just her, Harry and Ron who were left."
Book_Order_Of_The_Phoenix,Book_Chance,#N/A,"    'Fat chance,' said Ron, who was examining his own fake Galleon with a slightly mournful air, 'I haven't got any real Galleons to confuse it with.'"
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"When Draco Malfoy imitated Ron dropping the Quaffle (which he did whenever they came within sight of each other), Ron's ears glowed red and his hands shook so badly that he was likely to drop whatever he was holding at the time, too."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'You just need some breakfast,' Harry said bracingly."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"'Look at that save you made with your foot the other day, even Fred and George said it was brilliant.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'We'll be there in a bit,' Harry assured her."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Good luck, Ron,' said Hermione, standing on tiptoe and kissing him on the cheek."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Crabbe and Goyle are in the same mould,' Harry assured her."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"A few goals and they would be in the lead as usual, Harry assured himself, bobbing and weaving through the other players in pursuit of something shiny that turned out to be Montague's watchstrap."
Book_Order_Of_The_Phoenix,Book_Crabbe,Slytherin,"  'It was that thug Crabbe,' said Angelina angrily, 'he whacked the Bludger at you the moment he saw you'd got the Snitch - but we won, Harry, we won!'"
