character,book,text,House
Harry,chamber_of_secrets," ""No - don't -"" said Harry weakly, but Lockhart was twirling his wand and a second later had directed it straight at Harry's arm.",Gryffindor
Hermione,chamber_of_secrets,"  ""Anyone can make a mistake,"" said Hermione.",Gryffindor
Harry,chamber_of_secrets,"  ""No,"" said Harry, getting into bed.",Gryffindor
Ron,chamber_of_secrets,"""We won, though,"" said Ron, a grin breaking across his face.",Gryffindor
Hermione,chamber_of_secrets,"""I want to know how he fixed that Bludger,"" said Hermione darkly.",Gryffindor
Harry,chamber_of_secrets,"""We can add that to the list of questions we'll ask him when we've taken the Polyjuice Potion,"" said Harry, sinking back onto his pillows.",Gryffindor
Ron,chamber_of_secrets,"You've got to be joking,"" said Ron.",Gryffindor
George,chamber_of_secrets,"""Unbelievable flying, Harry,"" said George.",Gryffindor
Harry,chamber_of_secrets,"""Dobby warned and warned Harry Potter.",Gryffindor
Dumbledore,chamber_of_secrets," ""Get Madam Pomfrey,"" whispered Dumbledore, and Professor McGonagall hurried past the end of Harry's bed out of sight.",Gryffindor
Dumbledore,chamber_of_secrets,"  ""Another attack,"" said Dumbledore.",Gryffindor
Dumbledore,chamber_of_secrets," ""It means,"" said Dumbledore, ""that the Chamber of Secrets is indeed open again.""",Gryffindor
Dumbledore,chamber_of_secrets,"""The question is not who,"" said Dumbledore, his eyes on Colin.",Gryffindor
Percy,chamber_of_secrets," ""No, I haven't,"" said Percy, his smile fading.",Gryffindor
Harry,chamber_of_secrets,"  ""Fine,"" said Harry, squeezing into the stall.",Gryffindor
Ron,chamber_of_secrets,"That's why we decided we'd better get going -""  ""The sooner we get a confession out of Malfoy, the better,"" snarled Ron.",Gryffindor
Harry,chamber_of_secrets,"  ""There's something else,"" said Harry, watching Hermione tearing bundles of knotgrass and throwing them into the potion.",Gryffindor
Ron,chamber_of_secrets," ""This settles it,"" said Ron in a triumphant voice.",Gryffindor
Hermione,chamber_of_secrets,"  ""Maybe it can make itself invisible,"" said Hermione, prodding leeches to the bottom of the cauldron.",Gryffindor
Ron,chamber_of_secrets,"""Or maybe it can disguise itself - pretend to be a suit of armor or something - I've read about Chameleon Ghouls -""  ""You read too much, Hermione,"" said Ron, pouring dead lacewings on top of the leeches.",Gryffindor
Hermione,chamber_of_secrets," ""What we need,"" said Hermione briskly as Thursday afternoon's double Potions lesson loomed nearer, ""is a diversion.",Gryffindor
Ron,chamber_of_secrets," ""He knew it was me,"" Harry told Ron and Hermione as they hurried back to Moaning Myrtle's bathroom.",Gryffindor
Ron,chamber_of_secrets," ""Snape can't prove it was you,"" said Ron reassuringly to Harry.",Gryffindor
Harry,chamber_of_secrets,"  ""Knowing Snape, something foul,"" said Harry as the potion frothed and bubbled.",Gryffindor
Harry,chamber_of_secrets," ""You wish,"" said Harry out of the corner of his mouth.",Gryffindor
Harry,chamber_of_secrets,"  ""I know,"" said Harry.",Gryffindor
Ron,chamber_of_secrets,"  ""Oh, no they can't,"" said Ron.",Gryffindor
Ron,chamber_of_secrets,"You were there - you heard me -""  ""I heard you speaking Parseltongue,"" said Ron.",Gryffindor
Hermione,chamber_of_secrets,"  ""It matters,"" said Hermione, speaking at last in a hushed voice, ""because being able to talk to snakes was what Salazar Slytherin was famous for.",Gryffindor
Ron,chamber_of_secrets," ""Exactly,"" said Ron.",Gryffindor
Harry,chamber_of_secrets,"""And now the whole school's going to think you're his great-great-great-great-grandson or something -""  ""But I'm not,"" said Harry, with a panic he couldn't quite explain.",Gryffindor
Hermione,chamber_of_secrets," ""You'll find that hard to prove,"" said Hermione.",Gryffindor
Hermione,chamber_of_secrets," ""For heaven's sake, Harry,"" said Hermione, exasperated, as one of Ron's bishops wrestled her knight off his horse and dragged him off the board.",Gryffindor
Harry,chamber_of_secrets,"  ""Hello,"" said Harry.",Gryffindor
Harry,chamber_of_secrets," ""I wanted to tell him what really happened with that snake at the Dueling Club,"" said Harry.",Gryffindor
Harry,chamber_of_secrets," ""It's not possible to live with the Dursleys and not hate them,"" said Harry.",Gryffindor
Harry,chamber_of_secrets,"  ""Canceled,"" said Harry, getting up.",Gryffindor
Harry,chamber_of_secrets," ""Professor,"" said Harry at once, ""I swear I didn't -""  ""This is out of my hands, Potter,"" said Professor McGonagall curtly.",Gryffindor
Dumbledore,chamber_of_secrets," ""It's a shame you had to see him on a Burning Day,"" said Dumbledore, seating himself behind his desk.",Gryffindor
Dumbledore,chamber_of_secrets," ""No, Harry, I don't,"" said Dumbledore, though his face was somber again.",Gryffindor
Harry,chamber_of_secrets," ""No,"" said Harry.",Gryffindor
Harry,chamber_of_secrets," ""At this rate, we'll be the only ones left,"" Ron told Harry and Hermione.",Gryffindor
Fred,chamber_of_secrets," ""Oh, get out of the way, Percy,"" said Fred.",Gryffindor
George,chamber_of_secrets,"  ""Yeah, he's off to the Chamber of Secrets for a cup of tea with his fanged servant,"" said George, chortling.",Gryffindor
Ron,chamber_of_secrets," ""It's because he's bursting to say it's really him,"" said Ron knowingly.",Gryffindor
Hermione,chamber_of_secrets,"  ""Not for long,"" said Hermione in a satisfied tone.",Gryffindor
Ron,chamber_of_secrets," ""Hermione - you're not supposed to be in here -"" said Ron, shielding his eyes against the light.",Gryffindor
Hermione,chamber_of_secrets," ""Merry Christmas to you, too,"" said Hermione, throwing him his present.",Gryffindor
Hermione,chamber_of_secrets,"  ""Positive,"" said Hermione, shifting Scabbers the rat so that she could sit down on the end of Ron's four-poster.",Gryffindor
Harry,chamber_of_secrets," ""Hello,"" said Harry happily as she landed on his bed.",Gryffindor
Hermione,chamber_of_secrets," ""We still need a bit of the people you're changing into,"" said Hermione matter-of-facdy, as though she were sending them to the supermarket for laundry detergent.",Gryffindor
Harry,chamber_of_secrets,"  ""Oh, all right, all right,"" said Harry.",Gryffindor
Hermione,chamber_of_secrets," ""I'm sure I've done everything right,"" said Hermione, nervously rereading the splotched page of Moste Potente Potions.",Gryffindor
Ron,chamber_of_secrets," ""Urgh - essence of Millicent Bulstrode,"" said Ron, eyeing it with loathing.",Gryffindor
Hermione,chamber_of_secrets,"  ""Add yours, then,"" said Hermione.",Gryffindor
Harry,chamber_of_secrets," ""Hang on,"" said Harry as Ron and Hermione reached for their glasses.",Gryffindor
Ron,chamber_of_secrets," ""Good thinking,"" said Ron, unlocking the door.",Gryffindor
Ron,chamber_of_secrets," ""This is unbelievable,"" said Ron, approaching the mirror and prodding Crabbe's flat nose.",Gryffindor
Harry,chamber_of_secrets,"""  ""We'd better get going,"" said Harry, loosening the watch that was cutting into Goyle's thick wrist.",Gryffindor
Ron,chamber_of_secrets," ""That looks more like Goyle,"" said Ron.",Gryffindor
Ron,chamber_of_secrets," ""The Slytherins always come up to breakfast from over there,"" said Ron, nodding at the entrance to the dungeons.",Gryffindor
Ron,chamber_of_secrets," ""Excuse me,"" said Ron, hurrying up to her.",Gryffindor
Ron,chamber_of_secrets,"   ""Wh - oh, yeah,"" said Ron.",Gryffindor
Percy,chamber_of_secrets," ""Well, get off to your dormitories,"" said Percy sternly.",Gryffindor
Percy,chamber_of_secrets," ""I,"" said Percy, drawing himself up, ""am a prefect.",Gryffindor
Harry,chamber_of_secrets," ""Er -"" said Harry.",Gryffindor
Harry,chamber_of_secrets,"  ""Ha, ha,"" said Harry bleakly.",Gryffindor
Ron,chamber_of_secrets,"  ""Uh-oh,"" said Ron.",Gryffindor
Harry,chamber_of_secrets," ""It's okay, Hermione,"" said Harry quickly.",Gryffindor
Ron,chamber_of_secrets," ""If Id sprouted whiskers, Id take a break from work,"" said Ron, tipping a stack of books onto Hermione's bedside table one evening.",Gryffindor
Hermione,chamber_of_secrets," ""Don't be silly, Ron, I've got to keep up,"" said Hermione briskly.",Gryffindor
Harry,chamber_of_secrets," ""Nothing,"" said Harry gloomily.",Gryffindor
Ron,chamber_of_secrets," ""I was so sure it was Malfoy,"" said Ron, for about the hundredth time.",Gryffindor
Hermione,chamber_of_secrets," ""Just a get well card,"" said Hermione hastily, trying to poke it out of sight, but Ron was too quick for her.",Gryffindor
Harry,chamber_of_secrets," ""Let's go and see,"" said Harry, and holding their robes over their ankles they stepped through the great wash of water to the door bearing its OUT OF ORDER sign, ignored it as always, and entered.",Gryffindor
Harry,chamber_of_secrets," ""But it can't hurt you if someone throws something at you,"" said Harry, reasonably.",Gryffindor
Ron,chamber_of_secrets,"  ""You'd be surprised,"" said Ron, who was looking apprehensively at the book.",Gryffindor
Harry,chamber_of_secrets,"And -""  ""All right, I've got the point,"" said Harry.",Gryffindor
Ron,chamber_of_secrets," ""Hang on,"" said Ron, who had approached cautiously and was looking over Harry's shoulder.",Gryffindor
Ron,chamber_of_secrets," ""Because Filch made me polish his shield about fifty times in detention,"" said Ron resentfully.",Gryffindor
Harry,chamber_of_secrets," ""He never wrote in it,"" said Harry, disappointed.",Gryffindor
Harry,chamber_of_secrets,"  ""He must've been Muggle-born,"" said Harry thoughtfufly.",Gryffindor
Ron,chamber_of_secrets," ""Well, it's not much use to you,"" said Ron.",Gryffindor
Hermione,chamber_of_secrets," ""Oooh, it might have hidden powers,"" said Hermione enthusiastically, taking the diary and looking at it closely.",Gryffindor
Ron,chamber_of_secrets," ""If it has, it's hiding them very well,"" said Ron.",Gryffindor
Harry,chamber_of_secrets,"  ""I wish I knew why someone did try to chuck it,"" said Harry.",Gryffindor
Ron,chamber_of_secrets,"  ""Could've been anything,"" said Ron.",Gryffindor
Hermione,chamber_of_secrets," ""And this diary is fifty years old,"" said Hermione, tapping it excitedly.",Gryffindor
Ron,chamber_of_secrets,"  ""That's a brilliant theory, Hermione,"" said Ron, ""with just one tiny little flaw.",Gryffindor
Ron,chamber_of_secrets," ""I'm telling you, there's nothing to find in there,"" said Ron.",Gryffindor
Ron,chamber_of_secrets,"It didn't carry details of why it had been given to him (""Good thing, too, or it'd be even bigger and Id still be polishing it,"" said Ron).",Gryffindor
Ron,chamber_of_secrets," ""He sounds like Percy,"" said Ron, wrinkling his nose in disgust.",Gryffindor
Hermione,chamber_of_secrets,"probably top of every class -""  ""You say that like it's a bad thing,"" said Hermione in a slightly hurt voice.",Gryffindor
Ron,chamber_of_secrets," ""Please, Hermione, tell me you weren't one of the forty-six, 51 said Ron as they left the Great Hall for their first lesson.",Gryffindor
Harry,chamber_of_secrets," ""Give that back,"" said Harry quietly.",Gryffindor
Percy,chamber_of_secrets," ""Hand it over, Malfoy,"" said Percy sternly.",Gryffindor
Dumbledore,chamber_of_secrets," ""Well, hurry off to bed,"" said Dumbledore, giving Riddle exactly the kind of penetrating stare Harry knew so well.",Gryffindor
Hermione,chamber_of_secrets," ""Riddle might have got the wrong person,"" said Hermione.",Gryffindor
Harry,chamber_of_secrets," ""We always knew Hagrid had been expelled,"" said Harry miserably.",Gryffindor
Hermione,chamber_of_secrets,"  ""But the monster had killed someone, Ron,"" said Hermione.",Gryffindor
Harry,chamber_of_secrets," ""And Riddle was going to go back to some Muggle orphanage if they closed Hogwarts,"" said Harry.",Gryffindor
Harry,chamber_of_secrets,"  ""He was buying a Flesh-Eating Slug Repellent,"" said Harry quickly.",Gryffindor
Ron,chamber_of_secrets,"  ""That'd be a cheerful visit,"" said Ron.",Gryffindor
Harry,chamber_of_secrets," ""The moment they start trying to move into each other's pots, we'll know they're fully mature,"" she told Harry.",Gryffindor
Harry,chamber_of_secrets," ""it could affect our whole future,"" she told Harry and Ron as they pored over lists of new subjects, marking them with checks.",Gryffindor
Harry,chamber_of_secrets," ""I just want to give up Potions,"" said Harry.",Gryffindor
Ron,chamber_of_secrets," ""We can't,"" said Ron gloomily.",Gryffindor
Ron,chamber_of_secrets," ""Not the way Lockhart teaches it,"" said Ron.",Gryffindor
Harry,chamber_of_secrets,"  ""No idea,"" said Harry.",Gryffindor
Ron,chamber_of_secrets," ""Someone's been looking for something,"" said Ron.",Gryffindor
Harry,chamber_of_secrets," ""But - only a Gryffindor could have stolen - nobody else knows our password -""  ""Exactly,"" said Harry.",Gryffindor
Ron,chamber_of_secrets," ""Loads more than I do,"" said Ron, shaking his head.",Gryffindor
Ron,chamber_of_secrets,"  ""Because that's what Hermione does,"" said Ron, shrugging.",Gryffindor
Ron,chamber_of_secrets," ""You'd better get moving,"" said Ron.",Gryffindor
Harry,chamber_of_secrets," ""Percy's in shock,"" George told Harry quietly.",Gryffindor
Harry,chamber_of_secrets,"  ""We've got to go and talk to him,"" said Harry, making up his mind.",Gryffindor
Harry,chamber_of_secrets,"""But McGonagall said we've got to stay in our tower unless we're in class -"" ""I think,"" said Harry, more quietly still, ""it's time to get my dad's old cloak out again.""",Gryffindor
Dumbledore,chamber_of_secrets,"""You know I never, Professor Dumbledore, sir -""  ""I want it understood, Cornelius, that Hagrid has my full confidence,"" said Dumbledore, frowning at Fudge.",Gryffindor
Dumbledore,chamber_of_secrets,"Ministry's got to do something - the school governors have been in touch -""  ""Yet again, Cornelius, I tell you that taking Hagrid away will not help in the slightest,"" said Dumbledore.",Gryffindor
Dumbledore,chamber_of_secrets,"  ""Calm yourself, Hagrid,"" said Dumbledore sharply.",Gryffindor
Dumbledore,chamber_of_secrets," ""However,"" said Dumbledore, speaking very slowly and clearly so that none of them could miss a word, ""you will find that I will  * 26$*  ummer was creeping over the grounds around the castle; sky and lake alike turned periwinkle blue and flowers large as cabbages burst into bloom in the greenhouses.",Gryffindor
